Timestamp,Photo1,Photo2,JoystickX,JoystickY,Sound,Temp
1570220248.4866123, 98,586,519,508,88,1017
1570220249.023186, 98,586,519,508,87,1017
1570220249.5619838, 98,586,519,508,88,1017
1570220250.0991552, 97,586,519,508,88,1017
1570220250.6392522, 97,586,519,508,88,1017
1570220251.176549, 97,586,519,508,87,1017
1570220251.714646, 98,587,519,508,94,1017
1570220252.250784, 97,587,519,508,88,1017
1570220252.7860312, 97,587,519,508,87,1017
1570220253.330602, 97,587,519,508,85,1018
1570220253.8671634, 97,588,519,508,87,1017
1570220254.4032757, 98,585,519,508,88,1017
1570220254.939829, 98,582,519,508,74,1017
1570220255.4783273, 98,583,519,508,101,1017
1570220256.0173793, 98,583,519,508,86,1017
1570220256.5530834, 98,583,519,508,75,1017
1570220257.091079, 98,583,519,508,86,1017
1570220257.62594, 98,583,519,508,103,1017
1570220258.163459, 98,583,519,508,86,1017
1570220258.7000723, 99,583,519,508,66,1017
1570220259.2352138, 101,583,519,508,86,1017
1570220259.782397, 97,586,519,508,87,1017
1570220260.3194356, 98,585,519,508,87,1017
1570220260.8549945, 97,586,519,508,88,1017
1570220261.390552, 96,586,519,508,87,1017
1570220261.929521, 96,587,519,508,86,1017
1570220262.4646428, 96,587,519,508,87,1017
1570220263.0004795, 96,587,519,508,87,1017
1570220263.5391583, 96,587,519,508,88,1017
1570220264.075844, 96,587,519,508,87,1017
1570220264.6118326, 96,587,519,508,87,1018
1570220265.1484046, 95,586,519,508,88,1017
1570220265.6853015, 96,586,519,508,87,1017
1570220266.2190733, 96,585,519,508,87,1018
1570220266.7516325, 96,588,519,508,87,1017
1570220267.2892063, 118,573,519,508,87,1017
1570220267.8277445, 98,581,519,508,88,1017
1570220268.3662965, 115,578,519,508,87,1017
