Timestamp,Data
1570218053.7671955, 213,1023,534,1017,370,0
1570218054.305492, 212,1023,511,1017,369,0
1570218054.8460412, 212,1023,508,1017,369,0
1570218055.3851254, 212,1023,532,1017,362,0
1570218055.9222815, 209,1023,432,1017,366,0
1570218056.4596944, 209,1023,543,1017,365,0
1570218056.9988778, 209,1023,420,1017,365,0
1570218057.5372984, 209,1023,560,1017,369,0
1570218058.0730245, 209,1023,798,1017,369,0
1570218058.6104152, 209,1023,493,1017,370,0
1570218059.1495547, 209,1023,617,1017,369,0
1570218059.6872666, 209,1023,605,1017,370,0
1570218060.2254593, 208,1023,528,1017,368,0
1570218060.7642236, 207,1023,496,1017,362,0
1570218061.3038697, 207,1023,493,1017,360,0
1570218061.8432965, 206,1023,528,1017,361,0
1570218062.3769267, 208,1023,537,1017,364,0
1570218062.9158468, 208,1023,528,1017,351,0
1570218063.4530013, 210,1023,658,1017,345,0
1570218063.9871035, 210,1023,604,1017,358,0
1570218064.5262413, 208,1023,514,1017,346,0
1570218065.0621173, 210,1023,514,1017,329,0
1570218065.600918, 212,1023,475,1017,318,0
1570218066.141835, 210,1023,506,1017,359,0
1570218066.680524, 207,1023,492,1017,304,0
1570218067.2153893, 207,1023,522,1017,298,0
1570218067.7539494, 197,1023,520,1017,301,0
1570218068.2890735, 198,1023,496,1017,286,0
1570218068.8274927, 197,1023,561,1017,288,0
1570218069.3634758, 198,1023,495,1017,305,0
1570218069.9010055, 198,1023,531,1017,311,0
1570218070.441734, 198,1023,57,1017,332,0
1570218070.9765298, 200,1023,646,1017,341,0
1570218071.5159845, 198,1023,523,1017,345,0
1570218072.056819, 196,1023,489,1017,291,0
1570218072.5952957, 223,1023,796,1017,293,0
1570218073.1306067, 148,1022,564,1017,336,0
1570218073.668238, 157,1023,329,1017,354,0
