Timestamp,Photo1,Photo2,JoystickX,JoystickY,Sound,Temp
1570220214.2172182, 102,572,519,508,35,1017
1570220214.7590127, 102,571,519,508,35,1017
1570220215.2961297, 102,572,519,508,35,1017
1570220215.8459103, 102,573,519,508,35,1017
1570220216.3894584, 101,573,519,508,35,1017
1570220216.9288, 101,573,519,508,35,1017
1570220217.4677486, 101,573,519,508,37,1017
1570220218.003977, 101,574,519,508,36,1017
1570220218.5416782, 101,573,519,508,35,1017
1570220219.0778742, 101,574,519,508,34,1017
1570220219.6159909, 101,574,519,508,37,1017
1570220220.1163, 101,574,519,508,33,1017
1570220220.6538467, 101,574,519,508,33,1017
1570220221.1907148, 101,574,519,508,36,1017
1570220221.7302916, 101,574,519,508,35,1017
1570220222.2669346, 101,575,519,508,35,1017
1570220222.8047063, 100,575,519,508,35,1017
1570220223.3427935, 101,576,519,508,35,1017
1570220223.8822672, 100,577,519,508,37,1017
1570220224.41919, 100,577,519,508,40,1017
1570220224.9541693, 101,572,519,508,40,1017
1570220225.4926765, 101,572,519,508,41,1017
1570220226.029257, 100,582,519,508,40,1017
1570220226.5658963, 101,581,519,508,36,1017
1570220227.1040456, 101,581,519,508,62,1017
1570220227.6426542, 100,581,519,508,31,1017
1570220228.1435308, 101,581,519,508,38,1018
1570220228.6819956, 100,581,519,508,51,1017
1570220229.219554, 101,580,519,508,37,1017
1570220229.7601686, 101,575,519,508,40,1017
1570220230.297159, 101,576,519,508,40,1017
1570220230.8346899, 101,575,519,508,39,1018
1570220231.3787196, 101,575,519,508,40,1017
1570220231.9167736, 101,575,519,508,40,1017
1570220232.4591897, 101,575,519,508,40,1017
1570220232.9971511, 101,576,519,508,40,1018
1570220233.5364335, 101,576,519,508,40,1017
1570220234.0729787, 101,576,519,508,40,1017
