Timestamp,Data
1570217962.9223976, 98,1023,507,1017,222,0
1570217963.4587302, 97,1023,503,1017,226,0
1570217964.0016217, 97,1023,561,1016,223,0
1570217964.5365126, 98,1023,797,1017,224,0
1570217965.0723205, 98,1023,398,1017,228,0
1570217965.6088083, 98,1023,532,1017,227,0
1570217966.1465828, 98,1023,524,1017,227,0
1570217966.6831553, 98,1023,392,1017,231,0
1570217967.2188277, 98,1023,575,1017,227,0
1570217967.7549586, 98,1023,476,1017,226,0
1570217968.2921808, 98,1023,268,1017,230,0
1570217968.8305333, 98,1023,599,1017,225,0
1570217969.3663473, 98,1023,526,1017,217,0
1570217969.903112, 98,1023,353,1017,224,0
1570217970.4365482, 98,1023,525,1017,222,0
1570217970.9715457, 98,1023,518,1017,231,0
1570217971.5106308, 98,1023,496,1017,254,0
1570217972.0492053, 98,1023,797,1017,252,0
1570217972.5854928, 98,1023,798,1017,248,0
1570217973.123406, 99,1023,797,1017,248,0
1570217973.6595683, 98,1023,797,1017,246,0
1570217974.1933644, 98,1023,8,1017,243,0
1570217974.7270992, 98,1023,9,1017,245,0
1570217975.2616217, 99,1023,798,1017,243,0
1570217975.7971382, 99,1023,353,1017,240,0
1570217976.335145, 98,1023,797,1017,243,0
1570217976.8717046, 98,1023,8,1017,245,0
1570217977.4083164, 98,1023,797,1017,249,0
1570217977.9441006, 98,1023,664,1017,274,0
1570217978.4793954, 98,1023,520,1017,178,0
1570217979.0159562, 96,1023,544,1017,161,0
1570217979.5528753, 99,1023,519,1017,154,0
1570217980.0907354, 99,1023,642,1017,157,0
1570217980.6278987, 98,1023,418,1017,164,0
1570217981.1631808, 105,1023,538,1017,265,0
1570217981.7001364, 107,1023,503,1017,259,0
1570217982.235082, 108,1023,521,1017,256,0
1570217982.772634, 108,1023,524,1017,280,0
