Timestamp,Data
1570218723.0758388, 151,824,0,0,23,1017
1570218723.6101933, 151,822,0,0,23,1017
1570218724.1463277, 151,823,0,0,23,1018
1570218724.684499, 152,822,0,0,23,1017
1570218725.2168458, 151,822,0,0,23,1017
1570218725.7523396, 151,822,0,0,23,1017
1570218726.2864807, 151,823,0,0,23,1017
1570218726.8218396, 151,822,0,0,23,1017
1570218727.35598, 151,823,0,0,23,1017
1570218727.891936, 151,819,0,0,23,1017
1570218728.4272225, 151,824,0,0,24,1017
1570218728.9638398, 151,801,0,0,23,1017
1570218729.500949, 151,819,0,0,23,1017
1570218730.0356724, 151,789,0,0,23,1017
1570218730.567677, 151,815,0,0,23,1017
1570218731.1021187, 151,825,0,0,23,1018
1570218731.6379178, 151,824,0,0,23,1017
1570218732.1733994, 151,788,0,0,23,1017
1570218732.7085989, 151,796,0,0,23,1017
1570218733.245266, 151,821,0,0,23,1018
1570218733.7797797, 151,824,0,0,23,1017
1570218734.3121324, 151,821,0,0,23,1017
1570218734.843814, 150,823,0,0,23,1017
1570218735.3776536, 150,820,0,0,23,1017
1570218735.9095192, 151,818,0,0,23,1017
1570218736.442157, 151,830,0,0,23,1018
1570218736.975134, 152,832,0,0,23,1017
1570218737.508729, 152,826,0,0,23,1017
1570218738.042467, 153,826,0,0,23,1017
1570218738.5747986, 153,826,0,0,23,1017
1570218739.1081781, 155,825,0,0,23,1017
1570218739.6407866, 155,828,0,0,23,1017
1570218740.174368, 153,824,0,0,23,1018
1570218740.7089298, 153,826,0,0,23,1017
1570218741.2551029, 152,827,0,0,23,1018
1570218741.787542, 151,829,0,0,23,1017
1570218742.3182585, 151,830,0,0,23,1018
1570218742.8535328, 151,828,0,0,23,1017
