Timestamp,Data
1570219382.5817475, 131,658,519,508,23,1017
1570219383.1199744, 133,657,519,508,23,1018
1570219383.6582136, 131,658,519,508,23,1017
1570219384.2016628, 131,658,670,508,23,1017
1570219384.740333, 131,658,1023,1018,23,1018
1570219385.2858202, 131,659,1023,1022,23,1017
1570219385.8278203, 132,658,1023,1022,23,1018
1570219386.3664534, 132,658,762,556,23,1018
1570219386.9044037, 141,653,519,508,23,1018
1570219387.441926, 129,661,0,508,23,1017
1570219387.9760926, 129,661,0,508,23,1017
1570219388.5128803, 129,662,519,508,23,1018
1570219389.0477562, 129,662,1023,802,23,1018
1570219389.5841093, 129,662,1023,818,23,1018
1570219390.1222534, 131,660,519,508,23,1017
1570219390.6576216, 131,661,519,317,23,1017
1570219391.1972098, 131,662,519,0,23,1017
1570219391.731017, 131,662,519,159,23,1017
1570219392.268983, 132,663,875,815,23,1017
1570219392.8028572, 130,663,662,1023,23,1017
1570219393.340589, 133,661,659,1023,23,1018
1570219393.8757057, 131,662,519,508,23,1018
1570219394.4256675, 133,661,519,508,23,1018
1570219394.964919, 139,659,519,0,23,1018
1570219395.4979322, 139,662,519,508,23,1018
1570219396.0374906, 143,660,519,1023,23,1018
1570219396.5816615, 143,659,519,1023,23,1017
1570219397.121555, 143,659,519,888,23,1018
1570219397.6581645, 139,660,519,508,23,1017
1570219398.1941588, 144,656,0,508,23,1017
1570219398.72883, 137,662,0,508,23,1018
1570219399.264544, 133,662,267,0,23,1017
1570219399.8024113, 133,663,519,419,23,1017
1570219400.3424911, 133,663,1023,842,23,1017
1570219400.8856664, 132,663,1023,1023,23,1018
1570219401.4233353, 132,663,519,508,23,1017
1570219401.9623415, 131,665,519,508,23,1017
1570219402.5012927, 129,664,519,0,23,1018
