Timestamp,Data
1570218603.9324608, 81,822,0,0,23,1017
1570218604.4658859, 81,820,0,0,23,1017
1570218604.999371, 81,820,0,0,23,1017
1570218605.5335498, 81,819,0,0,23,1017
1570218606.065024, 81,818,0,0,23,1018
1570218606.5976012, 81,817,0,0,23,1017
1570218607.1278722, 81,818,0,0,23,1017
1570218607.658056, 81,817,0,0,23,1017
1570218608.1919236, 81,816,0,0,23,1017
1570218608.723893, 81,816,0,0,23,1017
1570218609.2561712, 81,815,0,0,23,1017
1570218609.7896783, 81,815,0,0,23,1017
1570218610.3204165, 81,815,0,0,23,1017
1570218610.853516, 80,815,0,0,23,1017
1570218611.3854964, 80,814,0,0,23,1017
1570218611.920376, 80,812,0,0,23,1017
1570218612.4503949, 80,811,0,0,23,1017
1570218612.9838464, 80,811,0,0,23,1017
1570218613.5156364, 80,810,0,0,23,1017
1570218614.0476084, 81,809,0,0,23,1017
1570218614.580556, 81,809,0,0,23,1017
1570218615.1128776, 80,809,0,0,23,1017
1570218615.6498525, 80,809,0,0,23,1017
1570218616.1809049, 80,808,0,0,23,1017
1570218616.7160857, 80,809,0,0,23,1017
1570218617.2468152, 80,808,0,0,23,1017
1570218617.7800703, 80,807,0,0,23,1017
1570218618.3210902, 80,807,0,0,23,1017
1570218618.8531363, 80,806,0,0,23,1017
1570218619.384453, 80,806,0,0,23,1017
1570218619.9197013, 80,806,0,0,23,1017
1570218620.4509377, 80,805,0,0,23,1017
1570218620.9868417, 80,804,0,0,23,1017
1570218621.5212703, 80,805,0,0,23,1017
1570218622.0557384, 80,804,0,0,23,1017
1570218622.5902796, 80,804,0,0,23,1017
1570218623.1237373, 80,804,0,0,23,1017
1570218623.6550333, 80,803,0,0,23,1017
