Timestamp,Photo1,Photo2,JoystickX,JoystickY,Sound,Temp
1570822065.0011287, 263,631,664,664,91,710
1570822065.5374336, 263,631,664,664,92,710
1570822066.0768144, 263,630,665,665,89,709
1570822066.6153984, 263,630,667,667,91,709
1570822067.1528094, 263,631,667,667,90,708
1570822067.693796, 263,630,667,667,90,708
1570822068.2314434, 264,630,665,665,92,709
1570822068.766788, 264,630,664,665,92,709
1570822069.30446, 264,630,664,665,91,709
1570822069.839071, 263,630,667,667,90,708
1570822070.3784442, 262,630,664,664,90,710
1570822070.914839, 262,630,667,666,90,709
1570822071.4512444, 262,630,666,667,91,708
1570822071.9872937, 263,630,664,664,91,710
1570822072.526802, 266,628,665,664,92,710
1570822073.0643134, 271,625,664,664,91,710
1570822073.6005127, 272,625,667,667,92,708
1570822074.1379488, 272,625,666,667,91,709
1570822074.6750646, 272,625,667,667,90,709
1570822075.2132943, 272,625,666,666,90,709
1570822075.7515225, 271,625,665,665,92,710
1570822076.2872286, 271,625,665,664,93,710
1570822076.8260186, 272,625,666,667,91,709
1570822077.3581848, 272,625,665,664,92,710
1570822077.8938484, 272,625,666,666,90,709
1570822078.4291701, 272,625,667,666,90,709
1570822078.9667325, 272,625,666,666,91,709
1570822079.504413, 272,625,667,667,91,709
1570822080.0446, 272,625,666,666,91,709
1570822080.5825996, 272,625,664,665,91,709
1570822081.1226075, 272,625,665,665,91,710
1570822081.6603825, 272,625,667,667,91,709
1570822082.198108, 272,625,666,666,91,709
1570822082.7350116, 271,625,667,666,90,709
1570822083.2706447, 268,626,667,666,90,709
1570822083.8080847, 266,627,667,667,91,709
1570822084.3466437, 273,623,667,667,90,709
1570822084.8825123, 273,623,666,666,90,709
