Timestamp,Data
1570218014.9439445, 199,1023,519,1017,309,0
1570218015.4805, 201,1023,526,1017,312,0
1570218016.017077, 200,1023,513,1017,311,0
1570218016.5535164, 208,1023,532,1017,313,0
1570218017.0917366, 212,1023,543,1017,314,0
1570218017.6283722, 218,1023,492,1017,311,0
1570218018.1624787, 214,1023,650,1017,311,0
1570218018.699886, 222,1023,496,1017,303,0
1570218019.237911, 220,1023,383,1017,300,0
1570218019.7739403, 220,1023,290,1017,300,0
1570218020.3087144, 218,1023,401,1017,300,0
1570218020.8563051, 216,1023,508,1017,299,0
1570218021.3923087, 215,1023,577,1017,300,0
1570218021.9279895, 216,1023,478,1017,300,0
1570218022.4660234, 216,1023,590,1017,300,0
1570218023.0018291, 215,1023,606,1017,300,0
1570218023.5384243, 215,1023,535,1017,300,0
1570218024.0759752, 215,1023,509,1017,300,0
1570218024.613337, 215,1023,518,1017,300,0
1570218025.1521084, 217,1023,539,1017,303,0
1570218025.68899, 222,1023,461,1017,307,0
1570218026.2259915, 216,1023,489,1018,296,0
1570218026.763946, 218,1023,577,1017,299,0
1570218027.3039007, 216,1023,536,1013,300,0
1570218027.842137, 217,1023,534,1013,300,0
1570218028.381878, 217,1023,606,1018,302,0
1570218028.9198792, 211,1023,480,1017,273,0
1570218029.45711, 211,1023,512,1017,276,0
1570218029.994848, 211,1023,528,1017,276,0
1570218030.5322907, 211,1023,522,1017,277,0
1570218031.071164, 211,1023,526,1017,277,0
1570218031.6088934, 211,1023,496,1017,277,0
1570218032.1453242, 211,1023,580,1017,277,0
1570218032.6798859, 211,1023,534,1017,277,0
1570218033.219144, 218,1023,541,1017,278,0
1570218033.76255, 211,1023,615,1017,277,0
1570218034.311587, 211,1023,551,1017,277,0
1570218034.8500237, 211,1023,508,1017,277,0
