Timestamp,Photo1,Photo2,JoystickX,JoystickY,Sound,Temp
1570219697.7995827, 102,586,519,508,23,1017
1570219698.3394248, 105,592,519,508,23,1017
1570219698.876723, 105,596,519,508,22,1017
1570219699.4127545, 104,594,0,508,23,1017
1570219699.9485147, 105,592,519,508,23,1017
1570219700.4860837, 106,599,519,1023,23,1017
1570219700.9971242, 107,605,1023,0,23,1017
1570219701.5368712, 106,599,0,978,23,1017
1570219702.071986, 106,602,1023,0,23,1017
1570219702.608342, 105,601,0,508,23,1017
1570219703.1455345, 105,598,20,1023,23,1017
1570219703.6834574, 105,598,519,1023,23,1017
1570219704.2203481, 105,599,519,508,23,1017
1570219704.7587683, 106,599,738,508,23,1017
1570219705.2957559, 105,600,519,508,23,1017
1570219705.837405, 105,599,605,337,23,1017
1570219706.3765752, 106,600,519,333,23,1017
1570219706.911996, 105,599,519,353,23,1017
1570219707.446423, 105,598,377,508,23,1017
1570219707.987419, 106,599,519,508,23,1017
1570219708.5279577, 106,602,913,813,23,1017
1570219709.067507, 106,601,541,542,23,1017
1570219709.6018016, 105,601,712,508,23,1017
1570219710.1399882, 105,602,518,508,23,1017
1570219710.6777153, 105,603,519,321,23,1017
1570219711.2128952, 105,604,287,508,23,1017
1570219711.7495341, 105,603,383,508,23,1017
1570219712.2871659, 106,602,519,791,23,1017
1570219712.825102, 105,603,520,508,23,1017
1570219713.3644755, 105,601,519,508,23,1017
1570219713.9001515, 104,597,519,508,23,1017
1570219714.4403622, 104,598,519,508,23,1017
1570219714.9804642, 102,588,519,508,23,1018
1570219715.521959, 100,584,519,508,23,1017
1570219716.0605643, 99,584,519,160,23,1017
1570219716.5959082, 101,573,519,508,23,1017
1570219717.1348014, 100,578,519,508,23,1017
1570219717.6727831, 103,564,519,508,23,1017
