,box_name,channel_name,time,value,label
180,Box0,B,2020-06-13 21:48:10,321.0,T
181,Box0,PIR,2020-06-13 21:48:10,1.0,T
182,Box0,Audio,2020-06-13 21:48:10,0.259,T
183,Box0,Color Temp (K),2020-06-13 21:48:10,3544.0,T
184,Box0,Lumosity,2020-06-13 21:48:10,200.0,T
185,Box0,R,2020-06-13 21:48:10,568.0,T
186,Box0,G,2020-06-13 21:48:10,393.0,T
187,Box0,C,2020-06-13 21:48:10,1289.0,T
188,Box0,Temperature,2020-06-13 21:48:10,23.44,T
189,Box0,Pressure,2020-06-13 21:48:10,1019.376,T
190,Box0,Magnet Y,2020-06-13 21:48:10,22.062,T
191,Box0,Magnet X,2020-06-13 21:48:10,46.062,T
192,Box0,Accel Z,2020-06-13 21:48:10,9.97,T
193,Box0,Magnet Z,2020-06-13 21:48:10,-72.37,T
194,Box0,Accel X,2020-06-13 21:48:10,0.21,T
195,Box0,Humidity,2020-06-13 21:48:10,34.05,T
196,Box0,Approx. Altitude,2020-06-13 21:48:10,-50.885,T
197,Box0,Accel Y,2020-06-13 21:48:10,-0.87,T
198,Box0,B,2020-06-13 21:48:11,321.0,T
199,Box0,PIR,2020-06-13 21:48:11,1.0,T
200,Box0,Audio,2020-06-13 21:48:11,0.19,T
201,Box0,Color Temp (K),2020-06-13 21:48:11,3540.0,T
202,Box0,Lumosity,2020-06-13 21:48:11,202.0,T
203,Box0,R,2020-06-13 21:48:11,569.0,T
204,Box0,G,2020-06-13 21:48:11,394.0,T
205,Box0,C,2020-06-13 21:48:11,1290.0,T
206,Box0,Magnet Z,2020-06-13 21:48:11,-73.87,T
207,Box0,Pressure,2020-06-13 21:48:11,1019.376,T
208,Box0,Approx. Altitude,2020-06-13 21:48:11,-50.88,T
209,Box0,Humidity,2020-06-13 21:48:11,34.039,T
210,Box0,Accel X,2020-06-13 21:48:11,0.21,T
211,Box0,Accel Y,2020-06-13 21:48:11,-0.87,T
212,Box0,Accel Z,2020-06-13 21:48:11,9.9,T
213,Box0,Magnet X,2020-06-13 21:48:11,46.062,T
214,Box0,Magnet Y,2020-06-13 21:48:11,21.25,T
215,Box0,Temperature,2020-06-13 21:48:11,23.44,T
216,Box0,G,2020-06-13 21:48:12,394.0,T
217,Box0,R,2020-06-13 21:48:12,569.0,T
218,Box0,Lumosity,2020-06-13 21:48:12,202.0,T
219,Box0,B,2020-06-13 21:48:12,321.0,T
220,Box0,Audio,2020-06-13 21:48:12,0.22,T
221,Box0,PIR,2020-06-13 21:48:12,1.0,T
222,Box0,Color Temp (K),2020-06-13 21:48:12,3540.0,T
223,Box0,C,2020-06-13 21:48:12,1290.0,T
224,Box0,Magnet Z,2020-06-13 21:48:12,-74.37,T
225,Box0,Pressure,2020-06-13 21:48:12,1019.367,T
226,Box0,Magnet Y,2020-06-13 21:48:12,22.062,T
227,Box0,Magnet X,2020-06-13 21:48:12,46.375,T
228,Box0,Accel Z,2020-06-13 21:48:12,9.92,T
229,Box0,Temperature,2020-06-13 21:48:12,23.44,T
230,Box0,Accel X,2020-06-13 21:48:12,0.21,T
231,Box0,Humidity,2020-06-13 21:48:12,34.05,T
232,Box0,Approx. Altitude,2020-06-13 21:48:12,-50.811,T
233,Box0,Accel Y,2020-06-13 21:48:12,-0.87,T
234,Box0,C,2020-06-13 21:48:13,1290.0,T
235,Box0,Audio,2020-06-13 21:48:13,0.166,T
236,Box0,Color Temp (K),2020-06-13 21:48:13,3540.0,T
237,Box0,Lumosity,2020-06-13 21:48:13,202.0,T
238,Box0,R,2020-06-13 21:48:13,569.0,T
239,Box0,G,2020-06-13 21:48:13,394.0,T
240,Box0,B,2020-06-13 21:48:13,321.0,T
241,Box0,PIR,2020-06-13 21:48:13,1.0,T
242,Box0,Temperature,2020-06-13 21:48:13,23.44,T
243,Box0,Approx. Altitude,2020-06-13 21:48:13,-51.033,T
244,Box0,Humidity,2020-06-13 21:48:13,34.027,T
245,Box0,Accel X,2020-06-13 21:48:13,0.21,T
246,Box0,Accel Y,2020-06-13 21:48:13,-0.85,T
247,Box0,Accel Z,2020-06-13 21:48:13,9.84,T
248,Box0,Magnet X,2020-06-13 21:48:13,46.75,T
249,Box0,Magnet Y,2020-06-13 21:48:13,21.25,T
250,Box0,Magnet Z,2020-06-13 21:48:13,-74.0,T
251,Box0,Pressure,2020-06-13 21:48:13,1019.394,T
252,Box0,G,2020-06-13 21:48:14,393.0,T
253,Box0,R,2020-06-13 21:48:14,568.0,T
254,Box0,Lumosity,2020-06-13 21:48:14,200.0,T
